ensgene,length,SRR493366,SRR493367,SRR493368,SRR493369,SRR493370,SRR493371
ENSG00000134575,3484,380,474,582,585,645,790
ENSG00000025434,4533,59,73,79,56,72,64
ENSG00000110514,8353,640,720,935,563,643,792
ENSG00000134571,4280,0,0,0,0,0,0
ENSG00000066336,2069,0,0,0,0,1,0
ENSG00000165915,4584,1894,2007,2763,2003,2247,2507
ENSG00000165916,2276,1921,2210,2889,1269,1546,1723
ENSG00000165917,1918,0,1,0,1,5,1
ENSG00000149187,10441,1358,1545,1816,1919,2158,2569
ENSG00000213619,3670,487,484,647,609,620,779
ENSG00000110536,2740,75,76,89,106,112,119
ENSG00000123444,3302,80,82,122,98,110,117
ENSG00000196666,1388,0,0,0,1,0,0
ENSG00000172247,1664,1,0,1,0,0,1
ENSG00000109919,2897,1329,1609,1950,1344,1495,1716
ENSG00000165923,5483,2,1,5,5,5,2
ENSG00000109920,7596,497,607,676,750,840,946
ENSG00000030066,8576,593,687,930,720,884,972
ENSG00000149177,9620,332,391,436,643,771,909
ENSG00000175619,971,0,0,0,0,0,0
ENSG00000279556,912,0,0,0,0,0,0
ENSG00000176567,918,0,0,0,0,0,0
ENSG00000176555,930,0,0,0,0,0,0
ENSG00000176547,1058,0,0,0,0,0,0
ENSG00000176540,981,0,0,0,0,0,0
ENSG00000237388,1064,0,0,0,0,0,0
ENSG00000182053,2162,0,0,0,0,0,0
ENSG00000214891,1383,0,0,0,0,0,0
ENSG00000086205,3824,0,0,0,0,0,0
ENSG00000258817,1029,0,0,0,0,0,0
ENSG00000221954,1063,0,0,0,0,0,0
ENSG00000185926,930,0,0,0,0,0,0
ENSG00000221840,948,0,0,0,0,0,0
ENSG00000150244,1445,0,0,0,0,0,0
ENSG00000181961,987,0,0,0,0,0,0
ENSG00000181958,1035,0,0,0,0,0,0
ENSG00000181939,1113,0,0,0,0,0,0
ENSG00000181935,933,0,0,0,0,0,0
ENSG00000172188,1045,0,0,0,0,0,0
ENSG00000181927,939,0,0,0,0,0,0
ENSG00000174982,936,0,0,0,0,0,0
ENSG00000181903,930,0,0,0,0,0,0
ENSG00000198877,945,0,0,0,0,0,0
ENSG00000186113,945,0,0,0,0,0,0
ENSG00000186117,936,0,0,0,0,0,0
ENSG00000186119,942,0,0,0,0,0,0
ENSG00000205030,936,0,0,0,0,0,0
ENSG00000205029,987,0,0,0,0,0,0
ENSG00000124900,1832,0,0,0,0,0,0
ENSG00000187612,933,0,0,0,0,0,0
ENSG00000167825,945,0,0,0,0,0,0
ENSG00000174970,906,0,0,0,0,0,0
ENSG00000149133,945,0,0,0,0,0,0
ENSG00000181785,975,0,0,0,0,0,0
ENSG00000172154,933,0,0,0,0,0,0
ENSG00000181767,1038,0,0,0,0,0,0
ENSG00000181761,939,0,0,0,0,0,0
ENSG00000167822,948,0,0,0,0,0,0
ENSG00000181752,924,0,0,0,0,0,0
ENSG00000174957,939,0,0,0,0,0,0
ENSG00000181718,1080,0,0,0,0,0,0
ENSG00000172489,1023,0,0,0,0,0,0
ENSG00000181698,981,0,0,0,0,0,0
ENSG00000181693,1038,0,0,0,0,0,0
ENSG00000181689,939,0,0,0,0,0,0
ENSG00000150261,960,0,0,0,0,0,0
ENSG00000172487,1074,0,0,0,0,0,0
ENSG00000172199,930,0,0,0,0,0,0
ENSG00000174942,975,0,0,0,0,0,0
ENSG00000150269,933,0,0,0,0,0,0
ENSG00000174937,924,0,0,0,0,0,0
ENSG00000181371,936,0,0,0,0,0,0
ENSG00000255223,918,0,0,0,0,0,0
ENSG00000254834,948,0,0,0,0,0,0
ENSG00000255012,948,0,0,0,0,0,0
ENSG00000172464,1006,0,0,0,0,0,0
ENSG00000279911,933,0,0,0,0,0,0
ENSG00000174914,918,0,0,0,0,0,0
ENSG00000172457,985,0,0,0,0,0,0
ENSG00000181273,996,0,0,0,0,0,0
ENSG00000183908,5410,0,0,0,0,0,0
ENSG00000134817,3738,0,0,0,1,0,0
ENSG00000149115,7149,2975,3205,4408,3500,3864,4568
ENSG00000149136,6323,1916,2318,3020,1548,1595,1849
ENSG00000109991,2614,0,0,0,0,0,0
ENSG00000156575,869,0,0,0,0,0,0
ENSG00000186652,1838,0,0,0,0,0,0
ENSG00000254979,2242,0,0,0,0,0,0
ENSG00000134802,4517,66,86,125,104,110,117
ENSG00000186907,2387,5,10,12,8,8,11
ENSG00000149150,3532,212,231,287,470,508,598
ENSG00000134809,777,194,258,324,234,221,247
ENSG00000214872,1649,0,1,0,1,0,0
ENSG00000156587,2197,329,339,484,230,279,294
ENSG00000149131,3603,194,240,296,252,348,397
ENSG00000166793,4460,11,8,5,17,9,25
ENSG00000172409,2793,162,189,268,241,256,309
ENSG00000156599,5429,1851,2086,2631,3392,3628,4539
ENSG00000156603,1775,185,223,267,171,207,227
ENSG00000213593,2246,891,949,1248,1008,1080,1263
ENSG00000254462,585,0,0,1,0,0,0
ENSG00000211450,2305,320,332,453,500,533,698
ENSG00000254732,580,0,1,1,0,0,2
ENSG00000233436,3188,1,0,1,1,1,3
ENSG00000198561,8833,3965,4416,5564,4615,5354,5819
ENSG00000186509,2488,0,0,0,0,0,1
ENSG00000172381,954,0,0,0,0,0,0
ENSG00000172377,945,0,0,0,0,0,0
ENSG00000186513,1085,0,0,0,0,0,0
ENSG00000197887,980,0,0,0,0,0,0
ENSG00000172774,978,0,0,0,0,0,0
ENSG00000180475,1037,0,0,0,0,0,0
ENSG00000172772,1469,0,0,0,0,0,0
ENSG00000197786,946,0,0,0,0,0,0
ENSG00000172769,946,0,0,0,0,0,0
ENSG00000172365,1049,0,0,0,0,0,2
ENSG00000172362,1054,0,0,0,0,0,0
ENSG00000198283,931,0,0,0,0,0,0
ENSG00000110031,2467,253,317,384,485,559,649
ENSG00000186660,5220,1201,1509,1848,2230,2559,3132
ENSG00000255073,2417,0,0,0,0,0,0
ENSG00000242689,1894,10,6,12,7,13,16
ENSG00000149124,3114,0,0,0,0,0,0
ENSG00000156689,1838,2,4,6,1,3,5
ENSG00000166840,5440,2,3,6,0,0,3
ENSG00000189057,3863,64,83,122,20,35,20
ENSG00000166801,7221,283,323,446,202,254,269
ENSG00000110042,6072,276,314,373,923,1044,1340
ENSG00000197629,4442,0,0,0,0,0,0
ENSG00000176495,1037,0,0,0,0,0,0
ENSG00000172324,1034,0,0,0,0,0,0
ENSG00000172320,1051,0,0,0,0,0,0
ENSG00000166884,1054,0,0,0,0,0,0
ENSG00000254466,1024,0,0,0,0,0,0
ENSG00000176200,936,0,0,0,0,0,0
ENSG00000172742,945,0,0,0,0,0,0
ENSG00000110048,5492,1214,1361,1708,1272,1418,1595
ENSG00000166889,4278,582,719,908,443,531,525
ENSG00000172289,1042,0,0,0,0,0,0
ENSG00000166900,6566,206,230,298,557,604,763
ENSG00000166902,2271,318,370,481,333,350,407
ENSG00000134812,2409,0,0,0,0,0,0
ENSG00000134827,1586,0,0,0,0,0,0
ENSG00000149507,1897,0,0,0,0,0,0
ENSG00000149516,2095,0,0,0,0,0,0
ENSG00000149534,4453,0,0,0,0,0,0
ENSG00000110077,5791,0,0,0,0,0,0
ENSG00000214787,1558,0,0,0,0,0,1
ENSG00000110079,2508,0,0,0,0,0,0
ENSG00000166926,1057,0,0,0,0,0,0
ENSG00000166927,4348,0,0,0,0,0,0
ENSG00000166928,4006,0,0,0,0,0,0
ENSG00000166930,897,0,0,0,0,0,0
ENSG00000156738,4872,0,0,0,1,0,0
ENSG00000071203,1839,0,0,0,0,0,0
ENSG00000204979,1289,0,0,0,0,0,0
ENSG00000166959,2583,0,0,0,0,0,0
ENSG00000214782,1433,0,0,0,0,0,0
ENSG00000166961,2195,0,0,0,0,0,0
ENSG00000172689,2296,0,0,0,0,0,0
ENSG00000110104,2044,459,511,718,554,567,786
ENSG00000183134,2895,1,2,2,6,13,15
ENSG00000149506,2436,2,2,4,9,7,11
ENSG00000110107,2739,1138,1233,1686,1226,1336,1478
ENSG00000110108,2421,970,1091,1483,1031,1081,1287
ENSG00000006118,7271,1730,1899,2591,3734,3778,5501
ENSG00000110446,6119,55,60,75,65,66,83
ENSG00000013725,5958,0,0,0,0,0,0
ENSG00000110448,3221,1,0,0,0,0,0
ENSG00000167987,3960,315,403,469,385,416,473
ENSG00000229859,5039,0,0,0,0,0,0
ENSG00000229183,5148,0,0,0,0,0,0
ENSG00000256713,2913,1,1,0,0,1,2
ENSG00000167992,4874,15,19,18,91,87,122
ENSG00000167986,13950,5490,6127,7975,6906,7644,8884
ENSG00000149476,8215,146,169,227,140,128,179
ENSG00000162144,10597,407,435,557,631,651,739
ENSG00000149483,6348,276,288,384,323,335,411
ENSG00000187049,2364,62,50,75,75,67,76
ENSG00000149532,6036,864,975,1288,1125,1175,1460
ENSG00000256591,7522,4,2,5,3,8,4
ENSG00000167985,2492,87,106,156,131,148,165
ENSG00000162148,2400,4,5,7,3,8,4
ENSG00000204950,2219,0,0,0,0,0,3
ENSG00000011347,5953,33,53,57,72,47,73
ENSG00000134780,5757,111,139,191,73,80,96
ENSG00000124920,10680,115,135,178,55,67,81
ENSG00000134825,3068,471,519,566,728,775,916
ENSG00000168496,2478,341,464,572,196,225,246
ENSG00000134824,11026,1639,1932,2366,3326,3226,4455
ENSG00000149485,10230,827,964,1106,1522,1466,2010
ENSG00000221968,6283,663,710,905,518,474,580
ENSG00000167994,3006,36,59,81,83,61,78
ENSG00000167995,8930,30,32,35,32,32,44
ENSG00000167996,2030,7823,8086,10534,11476,11657,14711
ENSG00000149503,4473,452,591,790,264,284,345
ENSG00000168515,453,0,0,0,0,0,0
ENSG00000124939,521,0,0,0,0,0,0
ENSG00000124935,480,0,0,0,0,0,0
ENSG00000110484,1508,0,0,0,0,0,0
ENSG00000197745,439,0,0,0,0,0,0
ENSG00000162174,4586,2,5,2,4,3,1
ENSG00000149021,582,0,0,0,0,0,0
ENSG00000124942,19465,38946,48630,48147,25100,27984,28071
ENSG00000254772,2716,0,0,0,0,0,0
ENSG00000255508,5197,27,30,49,35,54,54
ENSG00000149016,4082,67,88,130,109,115,125
ENSG00000149480,4236,1425,1799,2134,1648,1941,2241
ENSG00000149499,5490,324,387,496,533,588,753
ENSG00000149489,2495,11,19,28,29,19,28
ENSG00000149541,2428,571,592,743,1072,996,1379
ENSG00000089597,5027,8664,9609,12459,10417,11346,13396
ENSG00000185085,3285,332,358,465,509,582,718
ENSG00000255432,577,0,0,0,0,0,0
ENSG00000278615,887,3,1,3,3,5,4
ENSG00000162194,3362,11,19,23,22,28,19
ENSG00000214756,3185,27,33,41,39,38,45
ENSG00000204922,2398,66,73,99,51,52,83
ENSG00000162191,2532,655,751,941,1257,1233,1590
ENSG00000177363,2585,11,11,17,10,5,16
ENSG00000234857,4001,11,9,10,8,9,13
ENSG00000168000,3965,18,21,30,38,31,46
ENSG00000162188,882,2,2,0,0,2,3
ENSG00000214753,5293,643,721,895,492,533,628
ENSG00000162222,2657,314,343,389,425,423,537
ENSG00000185670,3348,47,47,61,56,53,70
ENSG00000168002,1923,412,508,607,573,664,730
ENSG00000162227,3149,87,68,119,142,153,187
ENSG00000168569,2280,95,95,157,98,103,138
ENSG00000185475,1496,234,225,307,379,378,503
ENSG00000162231,6194,730,814,1086,981,1098,1322
ENSG00000162236,2257,531,696,831,680,790,840
ENSG00000133316,4247,153,189,259,197,201,268
ENSG00000168003,5178,2232,2449,3031,3160,3365,4294
ENSG00000168539,3250,0,0,0,0,0,0
ENSG00000197901,2407,0,0,0,0,0,0
ENSG00000149452,8531,0,0,0,0,0,0
ENSG00000197658,2492,0,0,0,0,0,0
ENSG00000184999,3200,0,0,0,0,0,0
ENSG00000196600,3752,0,0,0,0,0,0
ENSG00000149742,2362,0,0,0,0,0,0
ENSG00000168004,3268,0,0,0,0,0,0
ENSG00000133317,2270,0,0,0,0,0,0
ENSG00000133321,1299,3,3,1,1,0,2
ENSG00000133328,742,0,1,0,0,0,0
ENSG00000176485,3104,23,35,34,22,28,57
ENSG00000184743,7600,1938,2318,2584,697,881,836
ENSG00000133318,5792,2046,2276,2919,434,562,527
ENSG00000188070,5948,637,621,850,1640,1752,2171
ENSG00000168005,2807,328,395,526,634,715,952
ENSG00000072518,6154,520,618,733,606,706,904
ENSG00000167771,2738,31,26,21,16,28,23
ENSG00000110583,5321,302,333,424,502,501,610
ENSG00000176340,507,766,956,1148,938,982,1087
ENSG00000256100,559,0,0,0,0,0,0
ENSG00000167770,5336,908,1037,1249,1123,1249,1510
ENSG00000133315,2089,42,48,38,31,51,42
ENSG00000126500,3949,4,0,5,2,8,5
ENSG00000168439,4657,3089,3508,4443,3148,3301,4084
ENSG00000149781,3066,12,15,14,17,19,24
ENSG00000149743,2210,177,195,270,230,266,349
ENSG00000149761,3721,197,182,269,286,287,386
ENSG00000110011,2807,180,196,193,290,301,338
ENSG00000173511,1545,480,606,750,703,690,804
ENSG00000173486,1608,354,396,494,522,526,651
ENSG00000173457,1655,1939,2291,2901,2282,2370,2973
ENSG00000149782,4964,850,956,1165,981,1057,1316
ENSG00000002330,1708,234,241,302,297,338,367
ENSG00000173264,4031,339,354,450,631,644,814
ENSG00000182450,2632,0,0,0,0,0,0
ENSG00000219435,1035,0,0,0,1,0,0
ENSG00000173153,3030,312,373,443,280,261,351
ENSG00000173113,1625,851,951,1138,1028,1089,1273
ENSG00000126432,893,1631,1769,2102,2061,2387,2602
ENSG00000168071,8331,10,10,7,14,14,11
ENSG00000162302,3807,787,897,1128,529,647,647
ENSG00000168065,5222,0,0,0,0,0,0
ENSG00000197891,3380,0,0,0,0,0,0
ENSG00000110076,10580,1,1,2,0,0,2
ENSG00000068831,6084,4,2,0,0,2,2
ENSG00000068976,4981,1,0,0,0,0,2
ENSG00000168066,5972,2290,2635,3373,2323,2476,2909
ENSG00000168067,7649,290,302,380,194,242,299
ENSG00000133895,4246,438,496,661,194,213,224
ENSG00000171219,6112,7,3,5,13,16,20
ENSG00000110047,7101,3309,3850,4927,1730,1865,2271
ENSG00000110046,7870,485,461,637,853,851,1145
ENSG00000068971,3376,453,562,659,581,652,768
ENSG00000149735,926,0,0,0,0,0,0
ENSG00000168070,2301,0,0,0,0,0,0
ENSG00000168062,2844,5,5,16,10,16,6
ENSG00000213465,2084,236,287,367,281,308,354
ENSG00000273003,2392,1,0,0,0,0,0
ENSG00000110025,4915,4,1,4,3,6,5
ENSG00000168061,1772,122,156,178,165,199,235
ENSG00000168060,4044,9,8,6,8,2,4
ENSG00000146670,3925,287,350,487,71,99,89
ENSG00000162300,2784,63,89,108,70,98,119
ENSG00000187066,4194,8,3,5,7,3,10
ENSG00000149823,4878,574,633,791,668,725,914
ENSG00000149809,3408,45,56,55,88,76,95
ENSG00000174276,1306,81,75,100,87,93,129
ENSG00000149806,1846,1823,1967,2419,2051,2285,2510
ENSG00000162298,5496,611,692,900,1116,1136,1404
ENSG00000149792,3080,608,647,910,766,871,993
ENSG00000204710,991,0,0,0,0,0,1
ENSG00000014216,7553,3073,3587,4615,3203,3532,4032
ENSG00000014138,5726,264,345,484,139,181,221
ENSG00000149798,2224,358,368,469,372,419,490
ENSG00000133884,7715,678,757,941,905,977,1175
ENSG00000173825,2012,0,3,1,3,1,3
ENSG00000162241,7855,26,39,49,57,56,72
ENSG00000126391,4091,539,635,769,1496,1590,1954
ENSG00000279576,1589,0,0,0,0,0,0
ENSG00000142186,4282,1833,2168,2684,2491,2545,3017
ENSG00000168056,10543,1847,1933,2685,2769,3137,3485
ENSG00000173465,2008,228,278,337,277,291,343
ENSG00000176973,1458,76,93,133,172,177,259
ENSG00000173442,6705,898,1008,1258,900,998,1154
ENSG00000213445,4692,538,650,823,604,663,808
ENSG00000173338,1563,3,1,2,4,1,0
ENSG00000173327,10564,1014,1176,1512,1212,1361,1706
ENSG00000197136,7972,1352,1544,2048,2106,2069,2603
ENSG00000173039,5464,1106,1326,1660,573,663,708
ENSG00000172977,3732,166,207,293,270,271,335
ENSG00000172922,3697,241,253,323,199,222,259
ENSG00000254470,4811,250,333,402,331,403,459
ENSG00000172818,3849,0,0,0,0,0,0
ENSG00000172757,5863,11723,13117,17158,10943,12451,14347
ENSG00000172803,3966,8,8,12,14,24,23
ENSG00000172732,5476,310,396,519,431,425,557
ENSG00000172638,5397,3612,4110,5492,4107,4910,5663
ENSG00000172543,1719,3,5,3,1,4,3
ENSG00000172500,3353,631,711,911,691,700,858
ENSG00000175602,1524,1300,1614,2199,1386,1535,1867
ENSG00000175592,1887,2386,2860,3754,2356,2590,3114
ENSG00000175573,1761,717,848,1077,724,760,808
ENSG00000175550,1737,2955,3557,4228,2864,3117,3646
ENSG00000175513,2062,1,1,2,3,2,2
ENSG00000175467,4323,960,1043,1376,937,996,1189
ENSG00000175376,3327,293,336,379,507,538,595
ENSG00000175334,1645,868,1056,1288,941,993,1131
ENSG00000175315,759,5,3,0,3,4,5
ENSG00000175294,2687,3,6,10,3,5,9
ENSG00000175229,2481,0,0,0,0,1,1
ENSG00000087365,9795,3117,3526,4531,3375,3670,4272
ENSG00000175115,9037,1365,1504,2010,825,989,958
ENSG00000174996,5479,698,756,1082,1278,1323,1783
ENSG00000174903,2007,1617,1776,2447,1957,2098,2532
ENSG00000174871,2069,44,56,77,56,57,97
ENSG00000174851,2375,981,1064,1346,1183,1270,1397
ENSG00000179292,2562,1,1,4,3,5,4
ENSG00000174807,2558,6822,7571,9953,6987,7949,8694
ENSG00000174791,5469,471,583,745,430,503,669
ENSG00000174744,2514,625,759,899,765,806,1055
ENSG00000174684,2072,400,454,584,514,587,675
ENSG00000174669,2720,12,13,19,14,14,21
ENSG00000174576,3424,2,5,5,0,1,0
ENSG00000174547,2539,333,420,472,292,295,352
ENSG00000174516,3926,113,104,169,153,151,162
ENSG00000254986,3977,832,916,1163,894,949,1146
ENSG00000256349,3547,0,0,0,0,0,0
ENSG00000174483,6145,4,4,4,4,5,4
ENSG00000174165,6266,262,297,359,286,325,377
ENSG00000248746,3517,0,0,0,2,0,1
ENSG00000174080,2896,218,242,319,417,441,552
ENSG00000182791,2908,9,6,14,5,2,11
ENSG00000173992,2474,200,231,267,252,232,321
ENSG00000239306,3937,487,640,808,450,487,574
ENSG00000248643,2577,2,5,6,3,3,9
ENSG00000173933,4897,51,66,72,47,64,89
ENSG00000173914,4325,251,274,358,349,365,462
ENSG00000173898,9137,37,30,45,57,56,60
ENSG00000173715,3765,92,92,118,49,65,58
ENSG00000173653,2995,123,155,212,162,210,241
ENSG00000173599,5927,376,399,541,308,359,391
ENSG00000173621,2828,306,348,498,417,452,548
ENSG00000173237,1187,0,0,1,0,0,0
ENSG00000173227,10830,24,33,59,17,13,11
ENSG00000173156,1265,74,75,111,80,91,80
ENSG00000173120,10380,1484,1560,2004,1702,1681,2184
ENSG00000173020,6665,695,662,987,1021,1107,1510
ENSG00000172932,6643,263,274,418,676,684,946
ENSG00000172830,3641,268,282,384,364,428,428
ENSG00000172613,4169,52,54,79,66,103,117
ENSG00000175482,3049,112,152,153,243,300,328
ENSG00000256514,711,0,0,1,0,0,0
ENSG00000175505,1975,159,153,181,496,442,568
ENSG00000172531,2711,1655,1937,2377,2119,2438,2902
ENSG00000175463,4993,2,4,7,8,6,8
ENSG00000172508,5670,5,5,4,4,5,6
ENSG00000175634,5822,470,535,647,258,309,375
ENSG00000172725,5327,1180,1358,1923,1966,2015,2425
ENSG00000213402,1292,0,0,0,0,0,0
ENSG00000175514,1429,0,0,0,0,0,0
ENSG00000175544,3786,0,0,0,0,0,2
ENSG00000172663,5892,167,196,218,285,293,372
ENSG00000110711,1640,365,369,521,414,448,536
ENSG00000110697,6449,524,573,718,1522,1510,2044
ENSG00000167797,2019,254,282,392,385,376,462
ENSG00000167791,996,0,0,0,0,0,0
ENSG00000084207,1915,3512,3835,4835,3247,3678,4191
ENSG00000167792,4154,963,1077,1419,1191,1242,1471
ENSG00000167799,1475,12,18,26,20,22,28
ENSG00000167800,1548,0,0,0,0,0,0
ENSG00000132744,1300,0,0,0,0,0,0
ENSG00000132746,3235,0,1,1,0,1,0
ENSG00000110057,3548,199,195,296,352,424,496
ENSG00000006534,6626,223,236,357,105,129,119
ENSG00000110717,4523,672,796,1036,688,713,854
ENSG00000110719,4384,729,815,1053,1289,1354,1661
ENSG00000110721,3877,68,87,140,152,197,281
ENSG00000110066,8632,407,418,600,587,656,721
ENSG00000171067,3406,1628,1828,2343,931,1129,1198
ENSG00000162337,6164,717,750,965,844,880,1055
ENSG00000110075,8305,1009,1145,1537,1015,1174,1348
ENSG00000069482,1300,119,128,196,361,340,496
ENSG00000132749,5833,18,20,23,3,9,12
ENSG00000110090,6565,930,998,1314,1137,1353,1562
ENSG00000197345,2825,206,223,330,250,266,295
ENSG00000132740,6465,262,291,388,327,326,423
ENSG00000172938,966,0,0,0,0,0,0
ENSG00000172935,2746,488,552,766,239,304,338
ENSG00000162341,6130,151,180,246,227,251,316
ENSG00000172927,3760,83,112,141,41,39,56
ENSG00000110092,4830,24495,29267,35672,22474,25113,27994
ENSG00000149716,7872,212,213,290,226,251,288
ENSG00000281781,42,0,0,0,0,0,0
ENSG00000162344,2447,0,0,0,0,0,0
ENSG00000075388,3233,0,0,0,0,0,0
ENSG00000186895,892,0,0,0,0,0,0
ENSG00000131620,6021,201,282,343,63,85,71
ENSG00000168040,1841,178,215,288,155,113,171
ENSG00000131626,10467,845,951,1157,908,1013,1179
ENSG00000085733,6949,5810,6587,8624,5817,6797,7485
ENSG00000162105,18604,168,205,231,351,310,444
ENSG00000172893,4160,851,980,1238,1727,1675,2314
ENSG00000172890,16263,597,684,810,699,745,904
ENSG00000204572,1993,0,0,0,0,0,0
ENSG00000244411,1408,0,0,0,0,0,0
ENSG00000241233,1566,0,0,0,0,0,0
ENSG00000254997,1136,0,1,0,1,0,1
ENSG00000204571,1523,0,0,1,0,0,0
ENSG00000158483,2972,81,85,96,35,35,37
ENSG00000184276,666,0,0,0,0,0,0
ENSG00000254469,3651,11,11,10,10,6,14
ENSG00000225805,213,0,0,1,0,3,0
ENSG00000137522,3567,318,378,442,305,400,410
ENSG00000137496,4323,29,35,41,34,38,42
ENSG00000137497,15224,1431,1476,2053,2337,2451,2966
ENSG00000184154,6144,41,48,51,49,50,44
ENSG00000149357,2778,929,1034,1416,1576,1610,1928
ENSG00000110200,2883,76,91,124,95,84,104
ENSG00000110203,1396,1,2,3,2,5,1
ENSG00000110195,1577,0,2,0,0,0,1
ENSG00000165457,1416,0,0,0,0,0,0
ENSG00000165458,6519,2148,2412,3078,3733,4112,4980
ENSG00000165462,1784,0,0,0,0,0,0
ENSG00000162129,4264,271,317,442,198,179,222
ENSG00000186642,7182,0,0,0,2,2,4
ENSG00000186635,9056,937,985,1309,1567,1727,1935
ENSG00000214530,4197,123,148,193,203,202,271
ENSG00000168010,8617,48,55,63,64,74,88
ENSG00000137478,5188,464,536,668,485,533,712
ENSG00000175591,2861,0,2,1,4,3,10
ENSG00000171631,3976,0,4,4,2,0,0
ENSG00000110237,9539,2101,2393,3010,2656,2941,3470
ENSG00000054967,6322,61,84,93,105,131,151
ENSG00000054965,7887,1194,1404,1653,1035,1224,1329
ENSG00000021300,4933,4,3,2,8,6,4
ENSG00000175582,4896,1936,2308,2787,2962,3355,3973
ENSG00000175581,4386,132,164,222,138,154,185
ENSG00000181924,2246,418,448,632,425,431,575
ENSG00000175575,7937,148,168,222,178,158,205
ENSG00000187726,3475,0,0,0,0,0,0
ENSG00000175567,3237,55,56,66,6,10,11
ENSG00000175564,3684,2,7,9,11,4,10
ENSG00000168014,12571,386,435,564,589,667,800
ENSG00000214517,7917,914,1055,1389,1180,1338,1460
ENSG00000149380,4009,227,268,357,438,531,603
ENSG00000165434,8820,275,351,436,1995,2211,2614
ENSG00000175538,3677,2,2,1,2,0,1
ENSG00000175536,1187,2,8,11,6,5,12
ENSG00000077514,5508,149,208,236,131,163,167
ENSG00000054938,3135,22,31,37,37,33,49
ENSG00000166439,7823,331,384,431,269,331,371
ENSG00000166435,9086,88,89,119,53,63,68
ENSG00000118363,2982,491,636,722,592,664,779
ENSG00000162139,7556,179,210,262,140,164,179
ENSG00000171561,1042,0,0,0,0,0,0
ENSG00000137491,10351,0,1,0,1,1,3
ENSG00000261594,2793,0,0,1,3,3,1
ENSG00000137486,5828,171,198,291,157,199,217
ENSG00000149273,5894,7928,8773,11063,7876,8785,9882
ENSG00000149243,5041,19,18,27,19,29,22
ENSG00000158555,9867,131,150,223,121,148,144
ENSG00000149257,4914,17289,18217,23512,13654,15506,16591
ENSG00000171533,6433,69,77,90,95,81,100
ENSG00000166391,4139,0,0,0,0,0,0
ENSG00000062282,7905,22,26,42,44,24,32
ENSG00000198382,6352,216,257,347,321,340,461
ENSG00000085741,2401,0,0,0,2,2,2
ENSG00000137492,7727,599,676,837,308,382,406
ENSG00000179240,10972,16,11,11,9,13,13
ENSG00000158636,11783,325,320,457,392,420,514
ENSG00000137507,4459,252,272,391,296,427,373
ENSG00000182704,4131,347,401,553,327,427,462
ENSG00000078124,8442,213,266,336,131,161,193
ENSG00000198488,2626,0,0,0,0,0,0
ENSG00000149260,6166,546,685,841,568,669,760
ENSG00000254550,492,1,0,5,0,0,1
ENSG00000137474,10145,1,0,2,2,2,2
ENSG00000178795,3188,0,0,0,0,0,0
ENSG00000149269,6299,679,748,1044,280,383,357
ENSG00000074201,4592,639,683,881,918,997,1171
ENSG00000178301,2396,32,41,43,23,27,38
ENSG00000048649,15740,988,1085,1363,1556,1825,2070
ENSG00000087884,1943,95,105,148,175,197,205
ENSG00000149262,6074,310,361,442,288,344,387
ENSG00000151364,2702,1,1,1,2,2,6
ENSG00000259112,731,0,0,0,0,0,0
ENSG00000151365,1174,1,0,1,0,0,0
ENSG00000151366,2652,229,287,333,287,328,381
ENSG00000159063,3448,359,432,565,451,488,563
ENSG00000188997,4164,215,212,319,187,175,205
ENSG00000118369,5233,168,231,280,191,236,268
ENSG00000033327,6771,250,315,331,368,470,498
ENSG00000137513,3153,157,141,175,153,166,209
ENSG00000149256,16332,621,743,892,631,716,711
ENSG00000182103,3924,0,0,0,1,0,0
ENSG00000137509,12798,1040,1199,1480,1082,1361,1475
ENSG00000165490,5339,105,123,195,39,34,33
ENSG00000137502,11832,246,319,325,371,406,478
ENSG00000165494,9951,385,365,490,445,503,556
ENSG00000137494,6724,196,268,292,480,501,601
ENSG00000137500,6561,574,682,801,479,504,639
ENSG00000150672,16089,5,8,8,6,2,9
ENSG00000171204,2416,269,280,356,233,301,277
ENSG00000171202,971,186,212,259,163,201,230
ENSG00000137504,5587,376,345,444,466,541,693
ENSG00000179071,1412,25,15,25,7,7,16
ENSG00000137501,11266,523,663,751,130,189,189
ENSG00000150676,2359,0,0,0,0,0,0
ENSG00000073921,5833,4605,5530,7079,3663,4292,4818
ENSG00000074266,7016,167,186,232,152,143,210
ENSG00000149196,3421,289,368,416,345,421,459
ENSG00000149201,4544,35,45,62,6,12,8
ENSG00000151376,3838,75,76,88,76,100,109
ENSG00000150687,11725,2997,3381,4280,3152,3813,4129
ENSG00000174804,7383,181,166,213,237,250,271
ENSG00000166575,5030,181,210,260,188,211,268
ENSG00000123892,1465,44,37,51,19,22,15
ENSG00000109861,11421,3169,3656,4528,6752,8008,8953
ENSG00000168959,8657,0,0,0,0,0,0
ENSG00000077498,3016,0,1,0,0,0,0
ENSG00000086991,6096,57,70,119,202,199,291
ENSG00000214414,1353,0,0,0,0,0,0
ENSG00000168930,2163,0,0,0,0,0,0
ENSG00000189253,2689,0,0,0,0,0,0
ENSG00000223417,2164,0,0,0,0,0,0
ENSG00000233802,1651,0,0,0,0,0,0
ENSG00000204450,2691,0,0,0,0,0,0
ENSG00000204449,2163,0,0,0,0,0,0
ENSG00000255009,1182,0,0,0,0,0,0
